adult,age group,condition,custom_label_1,custom_label_2,gender,id,is_bundle,mpn,product_brand,product_category,product_currency,product_description,product_gtin,product_id,product_image,product_instock,product_name,product_price,product_size,product_type,product_url,short_title,unit_pricing_measure,custom_label_3,custom_label_0,product_sale_price,parent_category,subcategory,child_category
False,adult,new,STANDARD PRODUCT,Infusion,female,11SV080I19,False,LO11SV080I19,L'Occitane en Provence,2915,EUR,"Discover the texture changes of L'OCCITANE cleansers! A face wash that transforms into a soft and creamy foam on contact with water! L'OCCITANE face wash envelops your skin in a veil of softness.With warm water in your hands, lather the soap. Massage the lather over the face in circular movements, avoiding contact with the eyes. Rinse and dry gently.This facial soap:- eliminates impurities (pollution, excess sebum ...) and even the last traces of makeup- leaves skin perfectly clean, soft and radiant with vitality day after day- is suitable for all skin types, even sensitive ones.",3253581586198.0,11SV080I19,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwb16bf350/large/11SV080I19.jpg?sw=1200&sh=1200&sfrm=png,in stock,Jabón Rostro Infusion 80g - L'Occitane en Provence,18.0,80 g,REBAJAS>Productos con descuento,https://es.loccitane.com/jabon-rostro-infusion-11SV080I19.html,Infusion Face Soap,80g,,SALES,15.3,SALE,not available,Discounted Products
False,adult,new,STANDARD PRODUCT,Neroli Orquídea,female,12ET075NO22,False,LO12ET075NO22,L'Occitane en Provence,479,EUR,"L'OCCITANE en Provence reveals a feminine and timeless fragrance resulting from the union of these two flowers: citrus freshness, luminous floral, tender and comfortable notes. Delicate and emblematic of the Grasse region, orange blossom blooms in spring, while orchid, whose fruit offers a soft and caressing fragrance, blooms in autumn. This floral-fruity encounter finally becomes eponymous with an Eau de Toilette dedicated to the two flowers.",3253581760789.0,12ET075NO22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw7fbb2afa/large/12ET075NO22.jpg?sw=1200&sh=1200&sfrm=png,in stock,Eau de Toilette Neroli & Orquídea 75ml - L'Occitane en Provence,60.0,75 ml,Perfume>Eau de toilette,https://es.loccitane.com/eau-de-toilette-neroli-y-orquidea-12ET075NO22.html,Neroli & Orchid Eau de Toilette,75ml,Best Seller,,,Perfume,not available,Eau de toilette
False,adult,new,TRAVEL SIZE,Neroli Orquídea,female,12LC075NO22,False,LO12LC075NO22,L'Occitane en Provence,2592,EUR,"This body milk enriched with shea butter is ideal for daily use, helps moisturize the skin and leaves it enveloped in a feminine and timeless fragrance resulting from the union of orange blossom and orchid: citrus freshness, luminous, soft and comfortable floral notes. Ideal for daily use, this fresh body lotion enriched with shea butter moisturizes the skin and leaves it delicately perfumed. A delicious and voluptuous ritual that happily prolongs the time spent in the bath.",3253581760826.0,12LC075NO22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw306927bc/large/12LC075NO22.jpg?sw=1200&sh=1200&sfrm=png,in stock,Leche de Cuerpo Perfumada Neroli & Orquídea 75 ml - L'Occitane en Provence,9.0,75 ml,Cuerpo>Crema & leche hidratante de cuerpo,https://es.loccitane.com/leche-de-cuerpo-perfumada-neroli-y-orquidea-75-ml-12LC075NO22.html,Neroli & Orchid Scented Body Milk 75 ml,75ml,,,,Body,not available,Moisturizing Body Cream & Milk
False,adult,new,STANDARD PRODUCT,Neroli Orquídea,female,12MA030NO21H,False,LO12MA030NO21H,L'Occitane en Provence,2592,EUR,"Enriched with shea butter and vegetable-based glycerin, this nourishing hand cream helps moisturize and leaves skin soft and enveloped in a delicate fragrance.A blend of citrus, comforting floral sweetness and mysterious, addictive notes of vanilla.In this limited edition of Neroli & Orchid, our vanilla comes from a responsible source and is showcased in an enveloping fragrance, designed for all those looking for the perfect fragrance to face the onset of cold weather. Vanilla planifolia is the fruit of an orchid and usually appears from November to December. It is also called the queen of the perfumers' palette.Enfleurage of orange blossom and vanilla of responsible provenance.",3253581759646.0,12MA030NO21H,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw85abcd7a/large/12MA030NO21H.jpg?sw=1200&sh=1200&sfrm=png,in stock,Crema de Manos Neroli & Orquídea Eau Intense 30ml - L'Occitane en Provence,8.0,30 ml,Manos>Crema de manos,https://es.loccitane.com/crema-de-manos-neroli-y-orquidea-eau-intense-30ml-12MA030NO21H.html,Neroli & Orchid Eau Intense Hand Cream 30ml,30ml,,SALES,4.25,Hands,not available,Hand cream
False,adult,new,STANDARD PRODUCT,Nerolí Orquídea,female,12MA030NO22,False,LO12MA030NO22,L'Occitane en Provence,2592,EUR,"Enriched with shea butter, this silky cream helps nourish and protect hands, leaving them scented with a tempting and enchanting aroma, born from the union of neroli and orchid.",3253581760857.0,12MA030NO22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw7285cd60/large/12MA030NO22.jpg?sw=1200&sh=1200&sfrm=png,in stock,Crema de Manos Perfumada Neroli & Orquídea 30ml - L'Occitane en Provence,8.5,30 ml,Cuerpo>Todos los cuidados de cuerpo,https://es.loccitane.com/crema-de-manos-perfumada-neroli-y-orquidea-30ml-12MA030NO22.html,Neroli & Orchid Scented Hand Cream 30ml,30ml,,,,Body,not available,All body care products
False,adult,new,BIG SIZE,Neroli Orquídea,female,12MA075NO22,False,LO12MA075NO22,L'Occitane en Provence,2592,EUR,"This melting cream helps nourish and protect hands, enveloping them in a carnal and attractive scent born from the union of neroli and white orchid. Thanks to its formula enriched with shea butter, your hands will be repaired and will immediately find softness and comfort. The Grasse Collection pays tribute to the perfumed destiny of the Provençal city by combining raw materials from here and elsewhere.",3253581760864.0,12MA075NO22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw501ad1d4/large/12MA075NO22.jpg?sw=1200&sh=1200&sfrm=png,in stock,Crema de Manos Perfumada Neroli & Orquídea 75ml - L'Occitane en Provence,19.0,75 ml,Manos>Crema de manos,https://es.loccitane.com/crema-de-manos-perfumada-neroli-y-orquidea-75ml-12MA075NO22.html,Neroli & Orchid Scented Hand Cream 75ml,75ml,,,,Hands,not available,Hand cream
False,adult,new,STANDARD PRODUCT,Verbena,female,15AS250VA18,False,LO15AS250VA18,L'Occitane en Provence,486,EUR,This Citrus Verbena Fresh Conditioner helps detangle hair and leaves it shiny and easy to comb. It delicately perfumes hair with the fragrance of organic verbena from Provence and sunny citrus.,3253581575499.0,15AS250VA18,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw6f657727/large/15AS250VA18_texture.jpg?sw=1200&sh=1200&sfrm=png,in stock,Acondicionador Fresco Verbena Cítricos 250ml - L'Occitane en Provence,18.0,250 ml,Cabello>Todos los cuidados de cabello,https://es.loccitane.com/acondicionador-fresco-verbena-citricos-15AS250VA18.html,Fresh Citrus Verbena Fresh Conditioner,250ml,,SALES,15.3,Hair,not available,All hair care products
False,adult,new,STANDARD PRODUCT,Lavanda,female,15BA100L16A,False,LO15BA100L16A,L'Occitane en Provence,2915,EUR,"All the soothing benefits of Haute Provence lavender in the foaming cream bath that leaves the skin soft, clean and perfumed. The foaming bath contains essential oil of lavender from Haute Provence with Protected Designation of Origin (PDO). This label is a guarantee of quality and traceability of essential oils.protected designation of origin.",3253581451304.0,15BA100L16A,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw93f185ef/large/15BA100L16A.jpg?sw=1200&sh=1200&sfrm=png,in stock,Baño Espumoso Lavanda 100ml - L'Occitane en Provence,9.0,100 ml,Cuerpo>Todos los cuidados de cuerpo,https://es.loccitane.com/bano-espumoso-lavanda-15BA100L16A.html,Lavender Foaming Bath,100ml,,,,Body,not available,All body care products
False,adult,new,STANDARD PRODUCT,Lavanda,female,15BA500L16A,False,LO15BA500L16A,L'Occitane en Provence,2522,EUR,"This foaming bath, unctuous and generous, offers the relaxing benefits of Haute-Provence lavender, leaving your skin soft and perfumed. Put a small amount under the jet of hot water and let yourself be transported on a journey through Provençal nature. Its aluminum bottle is inspired by the estagnon, metal bottles that were once used in Provence to preserve perfumed essences.",3253581451311.0,15BA500L16A,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw285dca51/large/15BA500L16A_texture.jpg?sw=1200&sh=1200&sfrm=png,in stock,Baño Espumoso Lavanda 500ml - L'Occitane en Provence,30.0,500 ml,Cuerpo>Baño Espumoso,https://es.loccitane.com/bano-espumoso-lavanda-15BA500L16A.html,Lavender Foaming Bath,500ml,Best Seller,,,Body,not available,Foaming Bath
False,adult,new,STANDARD PRODUCT,Verbena,female,15BM500VB21,False,LO15BM500VB21,L'Occitane en Provence,2522,EUR,"Enriched with a verbena extract from Provence, this foaming bath with sparkling notes will offer you a truly relaxing moment.",3253581718278.0,15BM500VB21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw0084860c/large/15BM500VB21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Baño Espumoso Verbena 500 ml - L'Occitane en Provence,30.0,500 ml,Cuerpo>Baño Espumoso,https://es.loccitane.com/bano-espumoso-verbena-500-ml-15BM500VB21.html,Verbena Foaming Bath 500 ml,500ml,,,,Body,not available,Foaming Bath
False,adult,new,STANDARD PRODUCT,Verbena,female,15BR050VB21,False,LO15BR050VB21,L'Occitane en Provence,Perfume>Perfumes corporales,EUR,"Enriched with organic Verbena extracts from Provence, this nomadic mist provides instant freshness. Skin and hair are delicately perfumed with a fresh, citrus scent. Organic verbena from Provence from a responsible supply chain.",3253581718285.0,15BR050VB21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw51c5eb6f/large/15BR050VB21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Bruma Revitalizante Cuerpo y Cabello Verbena 50ml - L'Occitane en Provence,16.0,50 ml,Perfume>Perfumes corporales,https://es.loccitane.com/bruma-revitalizante-cuerpo-y-cabello-verbena-15BR050VB21.html,Verbena Revitalizing Body & Hair Mist,50ml,,,,Perfume,not available,Body fragrances
False,adult,new,STANDARD PRODUCT,Verbena,female,15DF200VBL21,False,LO15DF200VBL21,L'Occitane en Provence,2747,EUR,"This shower foam cleanses the skin and perfumes it with the fresh, citrusy scent of Verbena.Deliciously creamy, this shower foam with its unique whipped texture envelops the body in a cloud of softness to gently cleanse the skin.Enriched with shea butter, it leaves the skin supple, comfortable and enveloped in a soft fragrance.",3253581718216.0,15DF200VBL21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw329a1f40/large/15DF200VBL21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Espuma de Ducha Verbena Edición Limitada 200ml - L'Occitane en Provence,15.0,200 ml,Cuerpo>Gel de ducha,https://es.loccitane.com/espuma-de-ducha-verbena-edicion-limitada-15DF200VBL21.html,Verbena Shower Foam Limited Edition,200ml,,SALES,8.0,Body,not available,Shower gel
False,adult,new,STANDARD PRODUCT,Verbena,female,15DO050VA22,False,LO15DO050VA22,L'Occitane en Provence,484,EUR,"Enriched with organic Verbena extract from Provence, this roll-on deodorant, formulated without alcohol or aluminum salts, allows the skin to breathe freely and :- Effectively combats odors caused by bacterial growth - Provides a deodorizing effect even in extreme conditions (intense physical training, stress, high temperatures) - Leaves the skin delicately scented with an energizing fragrance - Leaves the skin delicately perfumed with an energizing fragrance.",3253581729083.0,15DO050VA22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwc5a07cf5/large/15DO050VA22.jpg?sw=1200&sh=1200&sfrm=png,in stock,Desodorante Roll-on Verbena Cítricos 50ml - L'Occitane en Provence,17.0,50 ml,Cuerpo>Desodorante,https://es.loccitane.com/desodorante-roll-on-verbena-citricos-15DO050VA22.html,Citrus Verbena Roll-on Deodorant Roll-on,50ml,,,,Body,not available,Deodorant
False,adult,new,STANDARD PRODUCT,Lavanda,female,15EC300L11,False,LO15EC300L11,L'Occitane en Provence,479,EUR,"Enriched by the sparkling freshness of citrus fruits, Lavender Eau de Toilette is a fresh and light fragrance, imbued with a woody and musky touch that captivates. This shimmering cologne is an ode to summer and captures all the luminosity of Haute Provence.",3253581206942.0,15EC300L11,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwec7dce05/large/15EC300L11.jpg?sw=1200&sh=1200&sfrm=png,in stock,Agua De Colonia Lavanda 300ml - L'Occitane en Provence,56.0,300 ml,Perfume>Perfume mujer>Perfumes aromáticos,https://es.loccitane.com/agua-de-colonia-lavanda-15EC300L11.html,Lavender Eau De Toilette,300ml,,,,Perfume,Perfumes for Women,Aromatic perfumes
False,adult,new,STANDARD PRODUCT,Verbena,female,15ET010VB19,False,LO15ET010VB19,L'Occitane en Provence,479,EUR,"Enriched with organic verbena from Provence, Verbena Eau de Toilette Roll-On is a luminous composition with great freshness to enliven body and soul, a pocket roll-on for perfume touch-ups throughout the day. The citrus freshness of Verbena in a perfume for men and women!",3253581571057.0,15ET010VB19,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwd6f770ca/large/15ET010VB19.jpg?sw=1200&sh=1200&sfrm=png,in stock,Roll-on Eau de Toilette Verbena 10ml - L'Occitane en Provence,19.5,10 ml,Perfume>Eau de toilette,https://es.loccitane.com/roll-on-eau-de-toilette-verbena-15ET010VB19.html,Verbena Eau de Toilette Roll-on,10ml,,,,Perfume,not available,Eau de toilette
False,adult,new,STANDARD PRODUCT,Verbena,female,15ET100VA20,False,LO15ET100VA20,L'Occitane en Provence,479,EUR,"All facets of freshness are captured in this blend of citrus and verbena leaves, which offers both a sense of comfort and softness and a breath of revitalizing vitality. Organic verbena from Provence, grapefruit and Mediterranean lemon come together in an exhilarating citrus accord that acts as an inexhaustible antidote to everything. Citrus Verbena Eau de Toilette is a fragrance that breathes happiness. It brightens the sky of a long winter, echoes the cycles of spring, refreshes and soothes warm summer evenings... Calm and refined, but also energetic and stimulating, it is a timeless fragrance that does not age. Perfect for all seasons, for all ages, for both men and women.",3253581718841.0,15ET100VA20,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwb8637027/large/15ET100VA20.jpg?sw=1200&sh=1200&sfrm=png,in stock,Eau de Toilette Verbena Cítricos 100 ml - L'Occitane en Provence,56.0,100 ml,Perfume>Eau de toilette,https://es.loccitane.com/eau-de-toilette-verbena-citricos-100-ml-15ET100VA20.html,Eau de Toilette Verbena Citrus 100 ml,100ml,Best Seller,,,Perfume,not available,Eau de toilette
False,adult,new,STANDARD PRODUCT,Verbena,female,15ET100VB23,False,LO15ET100VB23,L'Occitane en Provence,479,EUR,"Enriched with organic Verbena extract from Provence, Verbena Eau de Toilette is a luminous composition with a universal freshness. The refreshing notes of Lemon and Orange lead to a generous heart of Verbena. In the base, notes of Lemon Petit Grain and Bigarade leave a delicious scent on the skin all day long. Whether it's raining or midsummer, our revitalizing natural fragrance will gently awaken you and give you a boost of energy.",3253581766910.0,15ET100VB23,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwdb8d0e13/large/15ET100VB23.jpg?sw=1200&sh=1200&sfrm=png,in stock,Eau de Toilette Verbena 100ml - L'Occitane en Provence,56.0,100 ml,Perfume>Eau de toilette,https://es.loccitane.com/eau-de-toilette-verbena-15ET100VB23.html,Verbena Eau de Toilette,100ml,Best Seller,,,Perfume,not available,Eau de toilette
False,adult,new,STANDARD PRODUCT,Verbena,female,15GC200VB21,False,LO15GC200VB21,L'Occitane en Provence,6262,EUR,"Enriched with organic verbena extract from Provence, this body care exfoliates the skin thanks to the action of sugar grains. It helps eliminate dead cells and provides a pleasant sensation of freshness. The skin feels soft, clean and delicately perfumed with a fresh and lemony fragrance.",3253581718308.0,15GC200VB21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dweaf767c9/large/15GC200VB21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Exfoliante Refrescante Verbena 200ml - L'Occitane en Provence,25.0,200 ml,Cuerpo>Exfoliante de cuerpo,https://es.loccitane.com/exfoliante-refrescante-verbena-200ml-15GC200VB21.html,Verbena Refreshing Scrub 200ml,200ml,,,,Body,not available,Body scrub
False,adult,new,STANDARD PRODUCT,Lavanda,female,15GD075L21,False,LO15GD075L21,L'Occitane en Provence,2747,EUR,"The lavender shower gel gently cleanses and leaves the skin pleasantly perfumed. Lavender was one of the first flowers distilled by Olivier Baussan, the founder of l'OCCITANE. Known in Provence as ""blue gold"", this plant is an aromatic tribute to the South of France and embodies the perfumed soul of the region. L'OCCITANE uses PDO lavender harvested by local producers in Haute-Provence. Protected Designation of Origin",3253581759806.0,15GD075L21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw43843d74/large/15GD075L21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel de Ducha Lavanda 75ml - L'Occitane en Provence,6.0,75 ml,Cuerpo>Gel de ducha,https://es.loccitane.com/gel-de-ducha-lavanda-15GD075L21.html,Lavender Shower Gel,75ml,,,,Body,not available,Shower gel
False,adult,new,STANDARD PRODUCT,Lavanda,female,15GD250L14,False,LO15GD250L14,L'Occitane en Provence,2747,EUR,"Lavender shower gel gently cleanses and leaves the skin pleasantly perfumed.lavender was one of the first flowers distilled by Olivier Baussan, the founder of l'OCCITANE. Known in Provence as ""blue gold"", this plant is an aromatic tribute to the South of France and embodies the perfumed soul of the region. L'OCCITANE uses PDO lavender harvested by local producers in Haute-Provence.",3253581303887.0,15GD250L14,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw645fae76/large/15GD250L14.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel Ducha Lavanda 250ml - L'Occitane en Provence,16.0,250 ml,Cuerpo>Gel de ducha,https://es.loccitane.com/gel-ducha-lavanda-15GD250L14.html,Lavender Shower Gel,250ml,,,,Body,not available,Shower gel
False,adult,new,STANDARD PRODUCT,Lavanda,female,15GD250L21,False,LO15GD250L21,L'Occitane en Provence,2747,EUR,"The lavender shower gel gently cleanses and leaves the skin pleasantly perfumed. Lavender was one of the first flowers distilled by Olivier Baussan, the founder of l'OCCITANE. Known in Provence as ""blue gold"", this plant is an aromatic tribute to the South of France and embodies the perfumed soul of the region. L'OCCITANE uses PDO lavender harvested by local producers in Haute-Provence. Protected Designation of Origin",3253581759790.0,15GD250L21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw84ba61b7/large/15GD250L21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel Ducha Lavanda 250ml - L'Occitane en Provence,16.0,250 ml,Cuerpo>Gel de ducha,https://es.loccitane.com/gel-ducha-lavanda-15GD250L21.html,Lavender Shower Gel,250ml,,,,Body,not available,Shower gel
False,adult,new,STANDARD PRODUCT,Verbena,female,15GD250VA20,False,LO15GD250VA20,L'Occitane en Provence,2747,EUR,"Enriched with organic verbena extract from Provence, invigorating lemon essence and invigorating grapefruit extract from Italy, this shower gel gently cleanses and leaves a fresh and fruity fragrance on the skin.",3253581717615.0,15GD250VA20,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw49a91371/large/15GD250VA20.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel de Ducha Verbena Cítricos 250 ml - L'Occitane en Provence,16.0,250 ml,Cuerpo>Gel de ducha,https://es.loccitane.com/gel-de-ducha-verbena-citricos-250-ml-15GD250VA20.html,Citrus Verbena Shower Gel 250 ml,250ml,,,,Body,not available,Shower gel
False,adult,new,STANDARD PRODUCT,Verbena,female,15GD250VB21,False,LO15GD250VB21,L'Occitane en Provence,2747,EUR,"Enriched with organic verbena extract from Provence, the shower gel gently cleanses the skin, leaving it scented with a fresh and lemony fragrance.",3253581718698.0,15GD250VB21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw4a363478/large/15GD250VB21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel Ducha Verbena 250ml - L'Occitane en Provence,16.0,250 ml,Cuerpo>Gel de ducha,https://es.loccitane.com/gel-ducha-verbena-15GD250VB21.html,Verbena Shower Gel,250ml,Best Seller,,,Body,not available,Shower gel
False,adult,new,STANDARD PRODUCT,Lavanda,female,15GN300L21,False,LO15GN300L21,L'Occitane en Provence,2915,EUR,This cleansing gel with lavender leaves your hands fresh and perfumed. Its foam does not dry the skin and does not alter the natural PH. Hands are soft and comfortable.,3253581759783.0,15GN300L21,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwcfa1972c/large/15GN300L21.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel Limpiador de Manos Lavanda 300ml - L'Occitane en Provence,16.0,300 ml,Cuerpo>Todos los cuidados de cuerpo,https://es.loccitane.com/gel-limpiador-de-manos-lavanda-15GN300L21.html,Lavender Hand Cleansing Gel,300ml,,,,Body,not available,All body care products
False,adult,new,STANDARD PRODUCT,Verbena,female,15GS150VBL22,False,LO15GS150VBL22,L'Occitane en Provence,2915,EUR,"Enriched with organic verbena extract from Provence and menthol, this melt-on-the-skin body gel moisturizes the skin while providing an immediate sensation of freshness. Leaves skin delicately scented with a fresh, citrus fragrance. Store the Sorbet Body Gel in the refrigerator for a cooler effect. Sorbet Body Gel is a great way to add a touch of freshness to your skin.",3253581761311.0,15GS150VBL22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwbba25910/large/15GS150VBL22.jpg?sw=1200&sh=1200&sfrm=png,in stock,Gel de Cuerpo Verbena Sorbete 150 ml - L'Occitane en Provence,25.0,150 ml,REBAJAS>Productos con descuento,https://es.loccitane.com/gel-de-cuerpo-verbena-sorbete-150-ml-15GS150VBL22.html,Verbena Sorbena Body Wash 150 ml,150ml,,SALES,14.7,SALE,not available,Discounted Products
False,adult,new,STANDARD PRODUCT,Aromacología,female,15HE005L14,False,LO15HE005L14,L'Occitane en Provence,2503,EUR,"Lavender Haute Provence PDO essential oil, distilled from fine lavender, offers a natural solution to help you relax. To enjoy all its benefits, mix 5 drops with a little neutral bath and massage oil.  Lavender was one of the first flowers distilled by Olivier Baussan, the founder of L'OCCITANE. Famous in Provence under the name ""blue gold"", this plant is an aromatic tribute to the South of France. It embodies the perfumed soul of the region. L'OCCITANE uses lavender harvested by local producers in Haute Provence. Protected Designation of Origin",3253581310472.0,15HE005L14,https://img.loccitane.com/P.aspx?l=es-ES&s=500&e=jpg&name=aceite-esencial-de-lavanda-aop&id=15HE005L14&v=2,in stock,Aceite Esencial de Lavanda DOP 5ml - L'Occitane en Provence,15.0,5 ml,Hogar>Todos los productos de hogar,https://es.loccitane.com/aceite-esencial-de-lavanda-dop-15HE005L14.html,Lavender Essential Oil DOP,5ml,,,,Home,not available,All Household Products
False,adult,new,TRAVEL SIZE,Verbena,female,15LC070VB5,False,LO15LC070VB5,L'Occitane en Provence,2915,EUR,"Thanks to its formula enriched with grape seed oil, Verbena Scented Body Milk leaves the skin soft and nourished with a feeling of comfort. The skin is delicately perfumed with the sparkling and aromatic fragrance of verbena from Provence.",3253581369777.0,15LC070VB5,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw3c0b4cc0/large/15LC070VB5_texture.jpg?sw=1200&sh=1200&sfrm=png,in stock,Leche de Cuerpo Perfumada Verbena 70ml - L'Occitane en Provence,9.0,70 ml,Viaje>Cuidados de cuerpo en formato de viaje,https://es.loccitane.com/leche-de-cuerpo-perfumada-verbena-15LC070VB5.html,Verbena Perfumed Body Milk,70ml,,,,Travel,not available,Body care in travel format
False,adult,new,STANDARD PRODUCT,Lavanda,female,15LC250L14,False,LO15LC250L14,L'Occitane en Provence,2592,EUR,"This body milk combines the soothing properties of lavender with the nourishing benefits of shea butter. Its generous texture is easily absorbed, for soft and pleasantly scented skin. Lavender was one of the first flowers distilled by Olivier Baussan, founder of L'OCCITANE. Known in Provence as ""blue gold"", this plant is an aromatic tribute to the South of France and embodies the perfumed soul of the region. L'OCCITANE uses PDO lavender harvested by local producers in Haute-Provence, with a protected designation of origin.",3253581308103.0,15LC250L14,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwb39bdcee/large/15LC250L14.jpg?sw=1200&sh=1200&sfrm=png,in stock,Leche Corporal Lavanda 250ml - L'Occitane en Provence,25.0,250 ml,Cuerpo>Crema & leche hidratante de cuerpo,https://es.loccitane.com/leche-corporal-lavanda-15LC250L14.html,Lavender Body Milk,250ml,,,,Body,not available,Moisturizing Body Cream & Milk
False,adult,new,STANDARD PRODUCT,Lavanda,female,15LC250LM22,False,LO15LC250LM22,L'Occitane en Provence,2915,EUR,"Enriched with lavender essential oil and hemp CBD (cannabidiol), this bi-phase body milk, formulated with 98% natural ingredients, offers a double benefit: it intensely moisturizes and helps soothe the skin. It leaves skin soft and comfortable, while the comforting scent helps you relax.",3253581760086.0,15LC250LM22,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw471b39a8/large/15LC250LM22_texture.jpg?sw=1200&sh=1200&sfrm=png,in stock,Leche de Cuerpo Relajante Bifásica 250ml - L'Occitane en Provence,30.0,250 ml,Cuerpo>Todos los cuidados de cuerpo,https://es.loccitane.com/leche-de-cuerpo-relajante-bifasica-15LC250LM22.html,Two-Phase Relaxing Body Milk,250ml,,SALES,21.0,Body,not available,All body care products
False,adult,new,STANDARD PRODUCT,Verbena,female,15LC250VA20,False,LO15LC250VA20,L'Occitane en Provence,2592,EUR,"Ultra-fresh, this Citrus Verbena Scented Body Milk melts into the skin and helps to moisturize it. It leaves the skin delicately perfumed with the scent of organic verbena from Provence and sunny citrus fruits.",3253581717516.0,15LC250VA20,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw9d7996f4/large/15LC250VA20_texture.jpg?sw=1200&sh=1200&sfrm=png,in stock,Leche de Cuerpo Perfumada Verbena Cítricos 250 ml - L'Occitane en Provence,25.0,250 ml,Cuerpo>Crema & leche hidratante de cuerpo,https://es.loccitane.com/leche-de-cuerpo-perfumada-verbena-citricos-250-ml-15LC250VA20.html,Citrus Verbena Scented Body Milk 250 ml,250ml,,,,Body,not available,Moisturizing Body Cream & Milk
False,adult,new,STANDARD PRODUCT,Verbena,female,15LC250VB3,False,LO15LC250VB3,L'Occitane en Provence,2592,EUR,"Rich in grape seed oil, this body milk moisturizes and nourishes the epidermis. Thanks to verbena extract, it softens the skin and leaves a light scented veil.",3253581264096.0,15LC250VB3,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwf5ce3c3b/large/15LC250VB3_texture.jpg?sw=1200&sh=1200&sfrm=png,in stock,Leche para el Cuerpo Verbena 250ml - L'Occitane en Provence,25.0,250 ml,Cuerpo>Crema & leche hidratante de cuerpo,https://es.loccitane.com/leche-para-el-cuerpo-verbena-15LC250VB3.html,Verbena Body Milk,250ml,Best Seller,,,Body,not available,Moisturizing Body Cream & Milk
